Tournament;Matchday;Date;Venue;Club;Opponent;Result;Position;Minute;When Scored;Goal Type;Assist;Pareja
LaLiga ;16;12/16/12;Home;FC Barcelona;Atlético de Madrid;04:01:00;CF;88';04:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;17;12/22/12;Away;FC Barcelona;Real Valladolid CF;01:03:00;CF;59';00:02:00;Left-footed shot;Xavi;Antonela Rocuzzo
LaLiga ;18;1/6/13;Home;FC Barcelona;RCD Espanyol Barcelona;04:00:00;CF;28';04:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;19;1/13/13;Away;FC Barcelona;Málaga CF;01:03:00;CF;26';00:01:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
Copa del Rey ;Quarter-Finals;1/16/13;Home;FC Barcelona;Málaga CF;02:02:00;CF;29';01:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;20;1/19/13;Away;FC Barcelona;Real Sociedad;03:02:00;CF;6';00:01:00;Left-footed shot;Andrés Iniesta;Antonela Rocuzzo
Copa del Rey ;Quarter-Finals;1/24/13;Away;FC Barcelona;Málaga CF;02:04:00;CF;79';02:04:00;Header;Dani Alves;Antonela Rocuzzo
LaLiga ;21;1/27/13;Home;FC Barcelona;CA Osasuna;05:01:00;CF;11';01:00:00;Right-footed shot;Xavi;Antonela Rocuzzo
LaLiga ;21;1/27/13;Home;FC Barcelona;CA Osasuna;05:01:00;CF;28';02:01:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;21;1/27/13;Home;FC Barcelona;CA Osasuna;05:01:00;CF;56';04:01:00;Left-footed shot;David Villa;Antonela Rocuzzo
LaLiga ;21;1/27/13;Home;FC Barcelona;CA Osasuna;05:01:00;CF;58';05:01:00;Left-footed shot;Adriano;Antonela Rocuzzo
LaLiga ;22;2/3/13;Away;FC Barcelona;Valencia CF;01:01:00;CF;39';01:01:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;23;2/10/13;Home;FC Barcelona;Getafe CF;06:01:00;CF;13';02:00:00;Left-footed shot;Thiago;Antonela Rocuzzo
LaLiga ;24;2/16/13;Away;FC Barcelona;Granada CF;01:02:00;CF;49';01:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;24;2/16/13;Away;FC Barcelona;Granada CF;01:02:00;CF;72';01:02:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;25;2/23/13;Home;FC Barcelona;Sevilla FC;02:01:00;CF;60';02:01:00;Left-footed shot;Cristian Tello;Antonela Rocuzzo
LaLiga ;26;3/2/13;Away;FC Barcelona;Real Madrid;02:01:00;CF;18';01:01:00;Left-footed shot;Dani Alves;Antonela Rocuzzo
LaLiga ;27;3/9/13;Home;FC Barcelona;Deportivo de La Coruña;02:00:00;CF;88';02:00:00;Left-footed shot;Alexis Sánchez;Antonela Rocuzzo
Champions League ;last 16;3/12/13;Home;FC Barcelona;AC Milan;04:00:00;CF;5';01:00:00;Left-footed shot;Xavi;Antonela Rocuzzo
Champions League ;last 16;3/12/13;Home;FC Barcelona;AC Milan;04:00:00;CF;40';02:00:00;Left-footed shot;Andrés Iniesta;Antonela Rocuzzo
LaLiga ;28;3/17/13;Home;FC Barcelona;Rayo Vallecano;03:01:00;CF;40';02:00:00;Left-footed shot;David Villa;Antonela Rocuzzo
LaLiga ;28;3/17/13;Home;FC Barcelona;Rayo Vallecano;03:01:00;CF;57';03:00:00;Left-footed shot;David Villa;
LaLiga ;29;3/30/13;Away;FC Barcelona;Celta de Vigo;02:02:00;CF;73';01:02:00;Left-footed shot;Cristian Tello;Antonela Rocuzzo
Champions League ;Quarter-Finals;4/2/13;Away;FC Barcelona;Paris Saint-Germain;02:02:00;CF;38';00:01:00;Left-footed shot;Dani Alves;Antonela Rocuzzo
LaLiga ;33;4/27/13;Away;FC Barcelona;Athletic Bilbao;02:02:00;CF;67';01:01:00;Left-footed shot;Thiago;Antonela Rocuzzo
LaLiga ;34;5/5/13;Home;FC Barcelona;Real Betis Balompié;04:02:00;CF;60';03:02:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;34;5/5/13;Home;FC Barcelona;Real Betis Balompié;04:02:00;CF;71';04:02:00;Left-footed shot;Alexis Sánchez;Antonela Rocuzzo
LaLiga ;1;8/18/13;Home;FC Barcelona;Levante UD;07:00:00;CF;13';02:00:00;Left-footed shot;Pedro;
LaLiga ;1;8/18/13;Home;FC Barcelona;Levante UD;07:00:00;CF;42';05:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;3;9/1/13;Away;FC Barcelona;Valencia CF;02:03:00;CF;11';00:01:00;Left-footed shot;Cesc Fàbregas;Antonela Rocuzzo
LaLiga ;3;9/1/13;Away;FC Barcelona;Valencia CF;02:03:00;CF;39';00:02:00;Right-footed shot;Cesc Fàbregas;Antonela Rocuzzo
LaLiga ;3;9/1/13;Away;FC Barcelona;Valencia CF;02:03:00;CF;41';00:03:00;Left-footed shot;Neymar;Antonela Rocuzzo
LaLiga ;4;9/14/13;Home;FC Barcelona;Sevilla FC;03:02:00;CF;75';02:00:00;Left-footed shot;Neymar;Antonela Rocuzzo
Champions League ;Group Stage;9/18/13;Home;FC Barcelona;Ajax Amsterdam;04:00:00;CF;22';01:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Champions League ;Group Stage;9/18/13;Home;FC Barcelona;Ajax Amsterdam;04:00:00;CF;55';02:00:00;Left-footed shot;Sergio Busquets;Antonela Rocuzzo
Champions League ;Group Stage;9/18/13;Home;FC Barcelona;Ajax Amsterdam;04:00:00;CF;75';04:00:00;Left-footed shot;Xavi;Antonela Rocuzzo
LaLiga ;6;9/24/13;Home;FC Barcelona;Real Sociedad;04:01:00;CF;8';02:00:00;Header;Neymar;Antonela Rocuzzo
LaLiga ;7;9/28/13;Away;FC Barcelona;UD Almería;00:02:00;CF;21';00:01:00;Left-footed shot;Pedro;Antonela Rocuzzo
Champions League ;Group Stage;10/22/13;Away;FC Barcelona;AC Milan;01:01:00;CF;23';01:01:00;Left-footed shot;Andrés Iniesta;Antonela Rocuzzo
Champions League ;Group Stage;11/6/13;Home;FC Barcelona;AC Milan;03:01:00;CF;30';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
Champions League ;Group Stage;11/6/13;Home;FC Barcelona;AC Milan;03:01:00;CF;83';03:01:00;Left-footed shot;Cesc Fàbregas;Antonela Rocuzzo
Copa del Rey ;last 16;1/8/14;Home;FC Barcelona;Getafe CF;04:00:00;CF;90';03:00:00;Left-footed shot;Martín Montoya;Antonela Rocuzzo
Copa del Rey ;last 16;1/8/14;Home;FC Barcelona;Getafe CF;04:00:00;CF;90'+2;04:00:00;Left-footed shot;Alex Song;Antonela Rocuzzo
Copa del Rey ;last 16;1/16/14;Away;FC Barcelona;Getafe CF;00:02:00;CF;43';00:01:00;Right-footed shot;Cristian Tello;Antonela Rocuzzo
Copa del Rey ;last 16;1/16/14;Away;FC Barcelona;Getafe CF;00:02:00;CF;63';00:02:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;22;2/1/14;Home;FC Barcelona;Valencia CF;02:03:00;CF;54';02:02:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;23;2/9/14;Away;FC Barcelona;Sevilla FC;01:04:00;CF;44';01:02:00;Left-footed shot;Pedro;Antonela Rocuzzo
LaLiga ;23;2/9/14;Away;FC Barcelona;Sevilla FC;01:04:00;CF;56';01:03:00;Left-footed shot;Andrés Iniesta;Antonela Rocuzzo
Copa del Rey ;Semi-Finals;2/12/14;Away;FC Barcelona;Real Sociedad;01:01:00;CF;26';00:01:00;Solo run;Not Applicable;Antonela Rocuzzo
LaLiga ;24;2/15/14;Home;FC Barcelona;Rayo Vallecano;06:00:00;CF;36';02:00:00;Left-footed shot;Cesc Fàbregas;Antonela Rocuzzo
LaLiga ;24;2/15/14;Home;FC Barcelona;Rayo Vallecano;06:00:00;CF;68';05:00:00;Left-footed shot;Alexis Sánchez;Antonela Rocuzzo
Champions League ;last 16;2/18/14;Away;FC Barcelona;Manchester City;00:02:00;CF;54';00:01:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;25;2/22/14;Away;FC Barcelona;Real Sociedad;03:01:00;CF;36';01:01:00;Left-footed shot;Martín Montoya;Antonela Rocuzzo
LaLiga ;26;3/2/14;Home;FC Barcelona;UD Almería;04:01:00;CF;24';02:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Champions League ;last 16;3/12/14;Home;FC Barcelona;Manchester City;02:01:00;CF;67';01:00:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;28;3/16/14;Home;FC Barcelona;CA Osasuna;07:00:00;CF;18';01:00:00;Left-footed shot;Alexis Sánchez;Antonela Rocuzzo
LaLiga ;28;3/16/14;Home;FC Barcelona;CA Osasuna;07:00:00;CF;63';04:00:00;Left-footed shot;Andrés Iniesta;Antonela Rocuzzo
LaLiga ;28;3/16/14;Home;FC Barcelona;CA Osasuna;07:00:00;CF;88';06:00:00;Right-footed shot;Dani Alves;Antonela Rocuzzo
LaLiga ;29;3/23/14;Away;FC Barcelona;Real Madrid;03:04:00;CF;42';02:02:00;Left-footed shot;Neymar;Antonela Rocuzzo
LaLiga ;29;3/23/14;Away;FC Barcelona;Real Madrid;03:04:00;CF;65';03:03:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;29;3/23/14;Away;FC Barcelona;Real Madrid;03:04:00;CF;84';03:04:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;30;3/26/14;Home;FC Barcelona;Celta de Vigo;03:00:00;CF;30';02:00:00;Right-footed shot;Andrés Iniesta;Antonela Rocuzzo
LaLiga ;31;3/29/14;Away;FC Barcelona;RCD Espanyol Barcelona;00:01:00;CF;77';00:01:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;32;4/5/14;Home;FC Barcelona;Real Betis Balompié;03:01:00;CF;15';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;32;4/5/14;Home;FC Barcelona;Real Betis Balompié;03:01:00;CF;86';03:01:00;Penalty rebound;Antonio Amaya;Antonela Rocuzzo
LaLiga ;34;4/20/14;Home;FC Barcelona;Athletic Bilbao;02:01:00;CF;74';02:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;35;4/27/14;Away;FC Barcelona;Villarreal CF;02:03:00;CF;83';02:03:00;Right-footed shot;Cesc Fàbregas;Antonela Rocuzzo
LaLiga ;36;5/3/14;Home;FC Barcelona;Getafe CF;02:02:00;CF;23';01:00:00;Left-footed shot;Dani Alves;Antonela Rocuzzo
LaLiga ;1;8/24/14;Home;FC Barcelona;Elche CF;03:00:00;CF;42';01:00:00;Left-footed shot;Sergio Busquets;Antonela Rocuzzo
LaLiga ;1;8/24/14;Home;FC Barcelona;Elche CF;03:00:00;CF;64';03:00:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;4;9/21/14;Away;FC Barcelona;Levante UD;00:05:00;CF;77';00:05:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;6;9/27/14;Home;FC Barcelona;Granada CF;06:00:00;CF;62';04:00:00;Header;Dani Alves;Antonela Rocuzzo
LaLiga ;6;9/27/14;Home;FC Barcelona;Granada CF;06:00:00;CF;82';06:00:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
Champions League ;Group Stage;9/30/14;Away;FC Barcelona;Paris Saint-Germain;03:02:00;RW;12';01:01:00;Left-footed shot;Andrés Iniesta;Antonela Rocuzzo
LaLiga ;7;10/4/14;Away;FC Barcelona;Rayo Vallecano;00:02:00;CF;35';00:01:00;Left-footed shot;Gerard Piqué;Antonela Rocuzzo
LaLiga ;8;10/18/14;Home;FC Barcelona;SD Eibar;03:00:00;CF;74';03:00:00;Left-footed shot;Neymar;Antonela Rocuzzo
Champions League ;Group Stage;10/21/14;Home;FC Barcelona;Ajax Amsterdam;03:01:00;CF;24';02:00:00;Left-footed shot;Andrés Iniesta;Antonela Rocuzzo
Champions League ;Group Stage;11/5/14;Away;FC Barcelona;Ajax Amsterdam;00:02:00;RW;36';00:01:00;Header;Marc Bartra;Antonela Rocuzzo
Champions League ;Group Stage;11/5/14;Away;FC Barcelona;Ajax Amsterdam;00:02:00;RW;76';00:02:00;Left-footed shot;Pedro;Antonela Rocuzzo
LaLiga ;12;11/22/14;Home;FC Barcelona;Sevilla FC;05:01:00;RW;21';01:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;12;11/22/14;Home;FC Barcelona;Sevilla FC;05:01:00;RW;73';04:01:00;Tap-in;Neymar;Antonela Rocuzzo
LaLiga ;12;11/22/14;Home;FC Barcelona;Sevilla FC;05:01:00;RW;78';05:01:00;Left-footed shot;Neymar;Antonela Rocuzzo
Champions League ;Group Stage;11/25/14;Away;FC Barcelona;APOEL Nicosia;00:04:00;CF;38';00:02:00;Right-footed shot;Rafinha;Antonela Rocuzzo
Champions League ;Group Stage;11/25/14;Away;FC Barcelona;APOEL Nicosia;00:04:00;CF;58';00:03:00;Right-footed shot;Dani Alves;Antonela Rocuzzo
Champions League ;Group Stage;11/25/14;Away;FC Barcelona;APOEL Nicosia;00:04:00;CF;87';00:04:00;Right-footed shot;Pedro;Antonela Rocuzzo
LaLiga ;14;12/7/14;Home;FC Barcelona;RCD Espanyol Barcelona;05:01:00;RW;45'+1;01:01:00;Left-footed shot;Xavi;Antonela Rocuzzo
LaLiga ;14;12/7/14;Home;FC Barcelona;RCD Espanyol Barcelona;05:01:00;RW;50';02:01:00;Right-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;14;12/7/14;Home;FC Barcelona;RCD Espanyol Barcelona;05:01:00;RW;81';05:01:00;Right-footed shot;Pedro;Antonela Rocuzzo
Champions League ;Group Stage;12/10/14;Home;FC Barcelona;Paris Saint-Germain;03:01:00;AM;19';01:01:00;Right-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;16;12/20/14;Home;FC Barcelona;Córdoba CF;05:00:00;RW;82';04:00:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;16;12/20/14;Home;FC Barcelona;Córdoba CF;05:00:00;RW;90';05:00:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
Copa del Rey ;last 16;1/8/15;Home;FC Barcelona;Elche CF;05:00:00;RW;45';03:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;18;1/11/15;Home;FC Barcelona;Atlético de Madrid;03:01:00;RW;87';03:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;19;1/18/15;Away;FC Barcelona;Deportivo de La Coruña;00:04:00;RW;11';00:01:00;Header;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;19;1/18/15;Away;FC Barcelona;Deportivo de La Coruña;00:04:00;RW;33';00:02:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;19;1/18/15;Away;FC Barcelona;Deportivo de La Coruña;00:04:00;RW;62';00:03:00;Left-footed shot;Ivan Rakitic;Antonela Rocuzzo
Copa del Rey ;Quarter-Finals;1/21/15;Home;FC Barcelona;Atlético de Madrid;01:00:00;RW;85';01:00:00;Penalty rebound;Not Applicable;Antonela Rocuzzo
LaLiga ;20;1/24/15;Away;FC Barcelona;Elche CF;00:06:00;CF;55';00:02:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;20;1/24/15;Away;FC Barcelona;Elche CF;00:06:00;CF;88';00:05:00;Left-footed shot;Marc Bartra;Antonela Rocuzzo
LaLiga ;21;2/1/15;Home;FC Barcelona;Villarreal CF;03:02:00;RW;55';03:02:00;Right-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;22;2/8/15;Away;FC Barcelona;Athletic Bilbao;02:05:00;RW;15';00:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Copa del Rey ;Semi-Finals;2/11/15;Home;FC Barcelona;Villarreal CF;03:01:00;RW;41';01:00:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;23;2/15/15;Home;FC Barcelona;Levante UD;05:00:00;CF;38';02:00:00;Right-footed shot;Marc Bartra;Antonela Rocuzzo
LaLiga ;23;2/15/15;Home;FC Barcelona;Levante UD;05:00:00;CF;59';03:00:00;Right-footed shot;Pedro;Antonela Rocuzzo
LaLiga ;23;2/15/15;Home;FC Barcelona;Levante UD;05:00:00;CF;65';04:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;25;2/28/15;Away;FC Barcelona;Granada CF;01:03:00;RW;70';01:03:00;Right-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;26;3/8/15;Home;FC Barcelona;Rayo Vallecano;06:01:00;RW;56';03:00:00;Penalty;Not Applicable;
LaLiga ;26;3/8/15;Home;FC Barcelona;Rayo Vallecano;06:01:00;RW;63';04:00:00;Tap-in;Not Applicable;Antonela Rocuzzo
LaLiga ;26;3/8/15;Home;FC Barcelona;Rayo Vallecano;06:01:00;RW;68';05:00:00;Left-footed shot;Pedro;Antonela Rocuzzo
LaLiga ;27;3/14/15;Away;FC Barcelona;SD Eibar;00:02:00;RW;31';00:01:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;27;3/14/15;Away;FC Barcelona;SD Eibar;00:02:00;RW;55';00:02:00;Header;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;30;4/8/15;Home;FC Barcelona;UD Almería;04:00:00;RW;33';01:00:00;Left-footed shot;Marc Bartra;Antonela Rocuzzo
LaLiga ;31;4/11/15;Away;FC Barcelona;Sevilla FC;02:02:00;RW;15';00:01:00;Left-footed shot;Neymar;Antonela Rocuzzo
LaLiga ;32;4/18/15;Home;FC Barcelona;Valencia CF;02:00:00;RW;90'+4;02:00:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;33;4/25/15;Away;FC Barcelona;RCD Espanyol Barcelona;00:02:00;RW;25';00:02:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;34;4/28/15;Home;FC Barcelona;Getafe CF;06:00:00;RW;9';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;34;4/28/15;Home;FC Barcelona;Getafe CF;06:00:00;RW;47';06:00:00;Left-footed shot;Luis Suárez;
LaLiga ;35;5/2/15;Away;FC Barcelona;Córdoba CF;00:08:00;RW;47';00:03:00;Header;Dani Alves;Antonela Rocuzzo
LaLiga ;35;5/2/15;Away;FC Barcelona;Córdoba CF;00:08:00;RW;80';00:06:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
Champions League ;Semi-Finals;5/6/15;Home;FC Barcelona;Bayern Munich;03:00:00;RW;77';01:00:00;Left-footed shot;Dani Alves;Antonela Rocuzzo
Champions League ;Semi-Finals;5/6/15;Home;FC Barcelona;Bayern Munich;03:00:00;RW;80';02:00:00;Right-footed shot;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;37;5/17/15;Away;FC Barcelona;Atlético de Madrid;00:01:00;RW;65';00:01:00;Left-footed shot;Pedro;Antonela Rocuzzo
LaLiga ;38;5/23/15;Home;FC Barcelona;Deportivo de La Coruña;02:02:00;RW;5';01:00:00;Header;Rafinha;Antonela Rocuzzo
LaLiga ;38;5/23/15;Home;FC Barcelona;Deportivo de La Coruña;02:02:00;RW;59';02:00:00;Right-footed shot;Neymar;Antonela Rocuzzo
Copa del Rey ;Final;5/30/15;Away;FC Barcelona;Athletic Bilbao;01:03:00;RW;20';00:01:00;Solo run;Not Applicable;Antonela Rocuzzo
Copa del Rey ;Final;5/30/15;Away;FC Barcelona;Athletic Bilbao;01:03:00;RW;74';00:03:00;Left-footed shot;Dani Alves;Antonela Rocuzzo
UEFA Super Cup ;Final;8/11/15;Home;FC Barcelona;Sevilla FC;05:04:00;RW;7';01:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
UEFA Super Cup ;Final;8/11/15;Home;FC Barcelona;Sevilla FC;05:04:00;RW;16';02:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Supercopa ;final;8/17/15;Home;FC Barcelona;Athletic Bilbao;01:01:00;RW;43';01:00:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;3;9/12/15;Away;FC Barcelona;Atlético de Madrid;01:02:00;RW;77';01:02:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;4;9/20/15;Home;FC Barcelona;Levante UD;04:01:00;SS;61';03:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;4;9/20/15;Home;FC Barcelona;Levante UD;04:01:00;SS;90';04:01:00;Left-footed shot;Marc Bartra;Antonela Rocuzzo
Champions League ;Group Stage;11/24/15;Home;FC Barcelona;AS Roma;06:01:00;RW;18';02:00:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
Champions League ;Group Stage;11/24/15;Home;FC Barcelona;AS Roma;06:01:00;RW;60';05:00:00;Tap-in;Not Applicable;Antonela Rocuzzo
LaLiga ;13;11/28/15;Home;FC Barcelona;Real Sociedad;04:00:00;RW;90'+1;04:00:00;Left-footed shot;Neymar;Antonela Rocuzzo
Champions League ;Group Stage;12/9/15;Away;FC Barcelona;Bayer 04 Leverkusen;01:01:00;RW;20';00:01:00;Right-footed shot;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;15;12/12/15;Home;FC Barcelona;Deportivo de La Coruña;02:02:00;RW;39';01:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Club World Cup ;Final;12/20/15;Away;FC Barcelona;CA River Plate;00:03:00;RW;36';00:01:00;Left-footed shot;Neymar;Antonela Rocuzzo
LaLiga ;17;12/30/15;Home;FC Barcelona;Real Betis Balompié;04:00:00;RW;33';02:00:00;Right-footed shot;Neymar;Antonela Rocuzzo
Copa del Rey ;last 16;1/6/16;Home;FC Barcelona;RCD Espanyol Barcelona;04:01:00;RW;13';01:01:00;Left-footed shot;Andrés Iniesta;Antonela Rocuzzo
Copa del Rey ;last 16;1/6/16;Home;FC Barcelona;RCD Espanyol Barcelona;04:01:00;RW;44';02:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;19;1/9/16;Home;FC Barcelona;Granada CF;04:00:00;RW;8';01:00:00;Left-footed shot;Arda Turan;Antonela Rocuzzo
LaLiga ;19;1/9/16;Home;FC Barcelona;Granada CF;04:00:00;RW;14';02:00:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;19;1/9/16;Home;FC Barcelona;Granada CF;04:00:00;RW;58';03:00:00;Tap-in;Not Applicable;Antonela Rocuzzo
LaLiga ;20;1/17/16;Home;FC Barcelona;Athletic Bilbao;06:00:00;RW;7';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
