Tournament;Matchday;Date;Venue;Club;Opponent;Result;Position;Minute;When Scored;Goal Type;Assist;Pareja
LaLiga ;19;1/13/19;Home;FC Barcelona;SD Eibar;03:00:00;RW;53';02:00:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
Copa del Rey ;last 16;1/17/19;Home;FC Barcelona;Levante UD;03:00:00;CF;54';03:00:00;Left-footed shot;Nélson Semedo;Antonela Rocuzzo
LaLiga ;20;1/20/19;Home;FC Barcelona;CD Leganés;03:01:00;SS;90'+2;03:01:00;Right-footed shot;Jordi Alba;Antonela Rocuzzo
LaLiga ;21;1/27/19;Away;FC Barcelona;Girona FC;00:02:00;RW;69';00:02:00;Left-footed shot;Jordi Alba;Antonela Rocuzzo
Copa del Rey ;Quarter-Finals;1/30/19;Home;FC Barcelona;Sevilla FC;06:01:00;RW;90'+2;06:01:00;Left-footed shot;Jordi Alba;Antonela Rocuzzo
LaLiga ;22;2/2/19;Home;FC Barcelona;Valencia CF;02:02:00;RW;39';01:02:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;22;2/2/19;Home;FC Barcelona;Valencia CF;02:02:00;RW;64';02:02:00;Left-footed shot;Arturo Vidal;Antonela Rocuzzo
LaLiga ;24;2/16/19;Home;FC Barcelona;Real Valladolid CF;01:00:00;RW;43';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;25;2/23/19;Away;FC Barcelona;Sevilla FC;02:04:00;RW;26';01:01:00;Left-footed shot;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;25;2/23/19;Away;FC Barcelona;Sevilla FC;02:04:00;RW;67';02:02:00;Right-footed shot;Ousmane Dembélé;Antonela Rocuzzo
LaLiga ;25;2/23/19;Away;FC Barcelona;Sevilla FC;02:04:00;RW;85';02:03:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;27;3/9/19;Home;FC Barcelona;Rayo Vallecano;03:01:00;RW;51';02:01:00;Penalty;Not Applicable;Antonela Rocuzzo
Champions League ;last 16;3/13/19;Home;FC Barcelona;Olympique Lyon;05:01:00;RW;18';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
Champions League ;last 16;3/13/19;Home;FC Barcelona;Olympique Lyon;05:01:00;RW;78';03:01:00;Right-footed shot;Sergio Busquets;Antonela Rocuzzo
LaLiga ;28;3/17/19;Away;FC Barcelona;Real Betis Balompié;01:04:00;SS;18';00:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;28;3/17/19;Away;FC Barcelona;Real Betis Balompié;01:04:00;SS;45'+2;00:02:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;28;3/17/19;Away;FC Barcelona;Real Betis Balompié;01:04:00;SS;85';01:04:00;Left-footed shot;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;29;3/30/19;Home;FC Barcelona;RCD Espanyol Barcelona;02:00:00;RW;71';01:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;29;3/30/19;Home;FC Barcelona;RCD Espanyol Barcelona;02:00:00;RW;89';02:00:00;Left-footed shot;Malcom;Antonela Rocuzzo
LaLiga ;30;4/2/19;Away;FC Barcelona;Villarreal CF;04:04:00;RW;90';04:03:00;Direct free kick;Not Applicable;
LaLiga ;31;4/6/19;Home;FC Barcelona;Atlético de Madrid;02:00:00;SS;87';02:00:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
Champions League ;Quarter-Finals;4/16/19;Home;FC Barcelona;Manchester United;03:00:00;RW;16';01:00:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
Champions League ;Quarter-Finals;4/16/19;Home;FC Barcelona;Manchester United;03:00:00;RW;20';02:00:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;35;4/27/19;Home;FC Barcelona;Levante UD;01:00:00;RW;62';01:00:00;Left-footed shot;Arturo Vidal;Antonela Rocuzzo
Champions League ;Semi-Finals;5/1/19;Home;FC Barcelona;Liverpool FC;03:00:00;RW;75';02:00:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
Champions League ;Semi-Finals;5/1/19;Home;FC Barcelona;Liverpool FC;03:00:00;RW;82';03:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;38;5/19/19;Away;FC Barcelona;SD Eibar;02:02:00;CF;31';01:01:00;Left-footed shot;Arturo Vidal;Antonela Rocuzzo
LaLiga ;38;5/19/19;Away;FC Barcelona;SD Eibar;02:02:00;CF;32';01:02:00;Left-footed shot;Ivan Rakitic;Antonela Rocuzzo
Copa del Rey ;Final;5/25/19;Home;FC Barcelona;Valencia CF;01:02:00;CF;73';01:02:00;Left-footed shot;Clément Lenglet;Antonela Rocuzzo
LaLiga ;8;10/6/19;Home;FC Barcelona;Sevilla FC;04:00:00;RW;78';04:00:00;Direct free kick;Not Applicable;
LaLiga ;9;10/19/19;Away;FC Barcelona;SD Eibar;00:03:00;RW;58';00:02:00;Left-footed shot;Antoine Griezmann;Antonela Rocuzzo
Champions League ;Group Stage;10/23/19;Away;FC Barcelona;SK Slavia Prague;01:02:00;RW;3';00:01:00;Left-footed shot;Arthur Melo;Antonela Rocuzzo
LaLiga ;11;10/29/19;Home;FC Barcelona;Real Valladolid CF;05:01:00;RW;34';03:01:00;Direct free kick;Not Applicable;
LaLiga ;11;10/29/19;Home;FC Barcelona;Real Valladolid CF;05:01:00;RW;75';04:01:00;Left-footed shot;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;12;11/2/19;Away;FC Barcelona;Levante UD;03:01:00;RW;38';00:01:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;13;11/9/19;Home;FC Barcelona;Celta de Vigo;04:01:00;RW;23';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;13;11/9/19;Home;FC Barcelona;Celta de Vigo;04:01:00;RW;45'+1;02:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;13;11/9/19;Home;FC Barcelona;Celta de Vigo;04:01:00;RW;48';03:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Champions League ;Group Stage;11/27/19;Home;FC Barcelona;Borussia Dortmund;03:01:00;RW;33';02:00:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;15;12/1/19;Away;FC Barcelona;Atlético de Madrid;00:01:00;RW;86';00:01:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;16;12/7/19;Home;FC Barcelona;RCD Mallorca;05:02:00;RW;17';02:00:00;Left-footed shot;Antoine Griezmann;Antonela Rocuzzo
LaLiga ;16;12/7/19;Home;FC Barcelona;RCD Mallorca;05:02:00;RW;41';03:01:00;Left-footed shot;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;16;12/7/19;Home;FC Barcelona;RCD Mallorca;05:02:00;RW;83';05:02:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;18;12/21/19;Home;FC Barcelona;Deportivo Alavés;04:01:00;RW;69';03:01:00;Left-footed shot;Luis Suárez;Antonela Rocuzzo
Supercopa ;Semi-Finals;1/9/20;Home;FC Barcelona;Atlético de Madrid;02:03:00;RW;51';01:01:00;Right-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;20;1/19/20;Home;FC Barcelona;Granada CF;01:00:00;CF;76';01:00:00;Right-footed shot;Arturo Vidal;Antonela Rocuzzo
Copa del Rey ;Round of 16;1/30/20;Home;FC Barcelona;CD Leganés;05:00:00;RW;59';03:00:00;Left-footed shot;Frenkie de Jong;Antonela Rocuzzo
Copa del Rey ;Round of 16;1/30/20;Home;FC Barcelona;CD Leganés;05:00:00;RW;89';05:00:00;Left-footed shot;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;25;2/22/20;Home;FC Barcelona;SD Eibar;05:00:00;SS;14';01:00:00;Left-footed shot;Ivan Rakitic;Antonela Rocuzzo
LaLiga ;25;2/22/20;Home;FC Barcelona;SD Eibar;05:00:00;SS;37';02:00:00;Left-footed shot;Arturo Vidal;Antonela Rocuzzo
LaLiga ;25;2/22/20;Home;FC Barcelona;SD Eibar;05:00:00;SS;40';03:00:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;25;2/22/20;Home;FC Barcelona;SD Eibar;05:00:00;SS;87';04:00:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;27;3/7/20;Home;FC Barcelona;Real Sociedad;01:00:00;CF;81';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;28;6/13/20;Away;FC Barcelona;RCD Mallorca;00:04:00;RW;90'+3;00:04:00;Right-footed shot;Luis Suárez;Antonela Rocuzzo
LaLiga ;29;6/16/20;Home;FC Barcelona;CD Leganés;02:00:00;RW;69';02:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;33;6/30/20;Home;FC Barcelona;Atlético de Madrid;02:02:00;SS;50';02:01:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;37;7/16/20;Home;FC Barcelona;CA Osasuna;01:02:00;RW;62';01:01:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;38;7/19/20;Away;FC Barcelona;Deportivo Alavés;00:05:00;RW;34';00:02:00;Left-footed shot;Riqui Puig;Antonela Rocuzzo
LaLiga ;38;7/19/20;Away;FC Barcelona;Deportivo Alavés;00:05:00;RW;75';00:05:00;Left-footed shot;Jordi Alba;Antonela Rocuzzo
Champions League ;last 16;8/8/20;Home;FC Barcelona;SSC Napoli;03:01:00;SS;23';02:00:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;3;9/27/20;Home;FC Barcelona;Villarreal CF;04:00:00;CF;35';03:00:00;Penalty;Not Applicable;Antonela Rocuzzo
Champions League ;Group Stage;10/20/20;Home;FC Barcelona;Ferencvárosi TC;05:01:00;CF;27';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
Champions League ;Group Stage;10/28/20;Away;FC Barcelona;Juventus FC;00:02:00;CF;90'+1;00:02:00;Penalty;Not Applicable;Antonela Rocuzzo
Champions League ;Group Stage;11/4/20;Home;FC Barcelona;Dynamo Kyiv;02:01:00;RW;5';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;9;11/7/20;Home;FC Barcelona;Real Betis Balompié;05:02:00;CF;61';03:01:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;9;11/7/20;Home;FC Barcelona;Real Betis Balompié;05:02:00;CF;82';04:02:00;Left-footed shot;Sergi Roberto;Antonela Rocuzzo
LaLiga ;11;11/29/20;Home;FC Barcelona;CA Osasuna;04:00:00;RW;73';04:00:00;Left-footed shot;Francisco Trincão;Antonela Rocuzzo
LaLiga ;13;12/13/20;Home;FC Barcelona;Levante UD;01:00:00;CF;76';01:00:00;Left-footed shot;Frenkie de Jong;Antonela Rocuzzo
LaLiga ;14;12/19/20;Home;FC Barcelona;Valencia CF;02:02:00;CF;45'+4;01:01:00;Header;Not Applicable;Antonela Rocuzzo
LaLiga ;15;12/22/20;Away;FC Barcelona;Real Valladolid CF;00:03:00;AM;65';00:03:00;Left-footed shot;Pedri;Antonela Rocuzzo
LaLiga ;2;1/6/21;Away;FC Barcelona;Athletic Bilbao;02:03:00;CF;38';01:02:00;Left-footed shot;Pedri;Antonela Rocuzzo
LaLiga ;2;1/6/21;Away;FC Barcelona;Athletic Bilbao;02:03:00;CF;62';01:03:00;Left-footed shot;Antoine Griezmann;Antonela Rocuzzo
LaLiga ;18;1/9/21;Away;FC Barcelona;Granada CF;00:04:00;CF;35';00:02:00;Left-footed shot;Antoine Griezmann;Antonela Rocuzzo
LaLiga ;18;1/9/21;Away;FC Barcelona;Granada CF;00:04:00;CF;42';00:03:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Copa del Rey ;Round of 16;1/27/21;Away;FC Barcelona;Rayo Vallecano;01:02:00;CF;69';01:01:00;Left-footed shot;Antoine Griezmann;Antonela Rocuzzo
LaLiga ;21;1/31/21;Home;FC Barcelona;Athletic Bilbao;02:01:00;CF;20';01:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;22;2/7/21;Away;FC Barcelona;Real Betis Balompié;02:03:00;CF;59';01:01:00;Left-footed shot;Ousmane Dembélé;Antonela Rocuzzo
LaLiga ;23;2/13/21;Home;FC Barcelona;Deportivo Alavés;05:01:00;CF;45'+1;02:00:00;Left-footed shot;Sergio Busquets;Antonela Rocuzzo
LaLiga ;23;2/13/21;Home;FC Barcelona;Deportivo Alavés;05:01:00;CF;75';04:01:00;Left-footed shot;Antoine Griezmann;Antonela Rocuzzo
Champions League ;last 16;2/16/21;Home;FC Barcelona;Paris Saint-Germain;01:04:00;CF;27';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;24;2/21/21;Home;FC Barcelona;Cádiz CF;01:01:00;CF;32';01:00:00;Penalty;Not Applicable;Antonela Rocuzzo
LaLiga ;1;2/24/21;Home;FC Barcelona;Elche CF;03:00:00;CF;48';01:00:00;Left-footed shot;Martin Braithwaite;Antonela Rocuzzo
LaLiga ;1;2/24/21;Home;FC Barcelona;Elche CF;03:00:00;CF;68';02:00:00;Left-footed shot;Frenkie de Jong;Antonela Rocuzzo
LaLiga ;25;2/27/21;Away;FC Barcelona;Sevilla FC;00:02:00;CF;85';00:02:00;Right-footed shot;Ilaix Moriba;Antonela Rocuzzo
Champions League ;last 16;3/10/21;Away;FC Barcelona;Paris Saint-Germain;01:01:00;SS;37';01:01:00;Long distance kick;Pedri;Antonela Rocuzzo
LaLiga ;27;3/15/21;Home;FC Barcelona;SD Huesca;04:01:00;AM;13';01:00:00;Left-footed shot;Sergio Busquets;Antonela Rocuzzo
LaLiga ;27;3/15/21;Home;FC Barcelona;SD Huesca;04:01:00;AM;90';04:01:00;Left-footed shot;Francisco Trincão;Antonela Rocuzzo
LaLiga ;28;3/21/21;Away;FC Barcelona;Real Sociedad;;AM;56';00:04:00;Left-footed shot;Sergio Busquets;Antonela Rocuzzo
LaLiga ;28;3/21/21;Away;FC Barcelona;Real Sociedad;01:06:00;AM;89';01:06:00;Left-footed shot;Jordi Alba;Antonela Rocuzzo
Copa del Rey ;Final;4/17/21;Away;FC Barcelona;Athletic Bilbao;00:04:00;CF;68';00:03:00;Left-footed shot;Frenkie de Jong;Antonela Rocuzzo
Copa del Rey ;Final;4/17/21;Away;FC Barcelona;Athletic Bilbao;00:04:00;CF;72';00:04:00;Left-footed shot;Jordi Alba;Antonela Rocuzzo
LaLiga ;31;4/22/21;Home;FC Barcelona;Getafe CF;05:02:00;CF;8';01:00:00;Left-footed shot;Sergio Busquets;Antonela Rocuzzo
LaLiga ;31;4/22/21;Home;FC Barcelona;Getafe CF;05:02:00;CF;33';03:01:00;Left-footed shot;Not Applicable;
LaLiga ;33;4/29/21;Home;FC Barcelona;Granada CF;01:02:00;CF;23';01:00:00;Left-footed shot;Antoine Griezmann;Antonela Rocuzzo
LaLiga ;34;5/2/21;Away;FC Barcelona;Valencia CF;;CF;57';01:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;34;5/2/21;Away;FC Barcelona;Valencia CF;02:03:00;CF;69';01:03:00;Direct free kick;Not Applicable;Antonela Rocuzzo
LaLiga ;36;5/11/21;Away;FC Barcelona;Levante UD;03:03:00;SS;25';00:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
LaLiga ;37;5/16/21;Home;FC Barcelona;Celta de Vigo;;SS;28';01:00:00;Header;Sergio Busquets;Antonela Rocuzzo
Champions League ;Group Stage;9/28/21;Home;Paris Saint-Germain;Manchester City;02:00:00;RW;74';02:00:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Champions League ;Group Stage;10/19/21;Home;Paris Saint-Germain;RB Leipzig;03:02:00;RW;67';02:02:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Champions League ;Group Stage;10/19/21;Home;Paris Saint-Germain;RB Leipzig;03:02:00;RW;74';03:02:00;Penalty;Not Applicable;Antonela Rocuzzo
Ligue 1 ;14;11/20/21;Home;Paris Saint-Germain;FC Nantes;03:01:00;RW;87';03:01:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Champions League ;Group Stage;12/7/21;Home;Paris Saint-Germain;Club Brugge KV;04:01:00;CF;38';03:00:00;Left-footed shot;Kylian Mbappé;
Champions League ;Group Stage;12/7/21;Home;Paris Saint-Germain;Club Brugge KV;04:01:00;CF;76';04:01:00;Penalty;Not Applicable;Antonela Rocuzzo
Ligue 1 ;23;2/6/22;Away;Paris Saint-Germain;LOSC Lille;01:05:00;CF;38';01:03:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
Ligue 1 ;30;4/3/22;Home;Paris Saint-Germain;FC Lorient;05:01:00;RW;73';04:01:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Ligue 1 ;34;4/23/22;Home;Paris Saint-Germain;RC Lens;01:01:00;RW;68';01:00:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;37;5/14/22;Away;Paris Saint-Germain;Montpellier HSC;00:04:00;CF;6';00:01:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Ligue 1 ;37;5/14/22;Away;Paris Saint-Germain;Montpellier HSC;00:04:00;CF;20';00:02:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Trophée des Champions ;Final;7/31/22;Home;Paris Saint-Germain;FC Nantes;04:00:00;CF;22';01:00:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
Ligue 1 ;1;8/6/22;Away;Paris Saint-Germain;Clermont Foot 63;00:05:00;CF;80';00:04:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;1;8/6/22;Away;Paris Saint-Germain;Clermont Foot 63;00:05:00;CF;86';00:05:00;Left-footed shot;Leandro Paredes;Antonela Rocuzzo
Ligue 1 ;3;8/21/22;Away;Paris Saint-Germain;LOSC Lille;01:07:00;AM;27';00:02:00;Right-footed shot;Nuno Mendes;Antonela Rocuzzo
Champions League ;Group Stage;9/14/22;Away;Paris Saint-Germain;Maccabi Haifa;01:03:00;SS;37';01:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
Ligue 1 ;8;9/18/22;Away;Paris Saint-Germain;Olympique Lyon;00:01:00;AM;5';00:01:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;9;10/1/22;Home;Paris Saint-Germain;OGC Nice;02:01:00;AM;28';01:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Ligue 1 ;30;4/3/22;Home;Paris Saint-Germain;FC Lorient;05:01:00;RW;73';04:01:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Ligue 1 ;34;4/23/22;Home;Paris Saint-Germain;RC Lens;01:01:00;RW;68';01:00:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;37;5/14/22;Away;Paris Saint-Germain;Montpellier HSC;00:04:00;CF;6';00:01:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Ligue 1 ;37;5/14/22;Away;Paris Saint-Germain;Montpellier HSC;00:04:00;CF;20';00:02:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Trophée des Champions ;Final;7/31/22;Home;Paris Saint-Germain;FC Nantes;04:00:00;CF;22';01:00:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
Ligue 1 ;1;8/6/22;Away;Paris Saint-Germain;Clermont Foot 63;00:05:00;CF;80';00:04:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;1;8/6/22;Away;Paris Saint-Germain;Clermont Foot 63;00:05:00;CF;86';00:05:00;Left-footed shot;Leandro Paredes;Antonela Rocuzzo
Ligue 1 ;3;8/21/22;Away;Paris Saint-Germain;LOSC Lille;01:07:00;AM;27';00:02:00;Right-footed shot;Nuno Mendes;Antonela Rocuzzo
Champions League ;Group Stage;9/14/22;Away;Paris Saint-Germain;Maccabi Haifa;01:03:00;SS;37';01:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
Ligue 1 ;8;9/18/22;Away;Paris Saint-Germain;Olympique Lyon;00:01:00;AM;5';00:01:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;9;10/1/22;Home;Paris Saint-Germain;OGC Nice;02:01:00;AM;28';01:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
Ligue 1 ;30;4/3/22;Home;Paris Saint-Germain;FC Lorient;05:01:00;RW;73';04:01:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Ligue 1 ;34;4/23/22;Home;Paris Saint-Germain;RC Lens;01:01:00;RW;68';01:00:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;37;5/14/22;Away;Paris Saint-Germain;Montpellier HSC;00:04:00;CF;6';00:01:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Ligue 1 ;37;5/14/22;Away;Paris Saint-Germain;Montpellier HSC;00:04:00;CF;20';00:02:00;Left-footed shot;Kylian Mbappé;Antonela Rocuzzo
Trophée des Champions ;Final;7/31/22;Home;Paris Saint-Germain;FC Nantes;04:00:00;CF;22';01:00:00;Right-footed shot;Not Applicable;Antonela Rocuzzo
Ligue 1 ;1;8/6/22;Away;Paris Saint-Germain;Clermont Foot 63;00:05:00;CF;80';00:04:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;1;8/6/22;Away;Paris Saint-Germain;Clermont Foot 63;00:05:00;CF;86';00:05:00;Left-footed shot;Leandro Paredes;Antonela Rocuzzo
Ligue 1 ;3;8/21/22;Away;Paris Saint-Germain;LOSC Lille;01:07:00;AM;27';00:02:00;Right-footed shot;Nuno Mendes;Antonela Rocuzzo
Champions League ;Group Stage;9/14/22;Away;Paris Saint-Germain;Maccabi Haifa;01:03:00;SS;37';01:01:00;Left-footed shot;Not Applicable;Antonela Rocuzzo
Ligue 1 ;8;9/18/22;Away;Paris Saint-Germain;Olympique Lyon;00:01:00;AM;5';00:01:00;Left-footed shot;Neymar;Antonela Rocuzzo
Ligue 1 ;9;10/1/22;Home;Paris Saint-Germain;OGC Nice;02:01:00;AM;28';01:00:00;Direct free kick;Not Applicable;Antonela Rocuzzo
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
